web-scraper-order,web-scraper-start-url,name,price,country_raw,quantity,value,country,name_raw_len,bio,non_alcoholic,premium,wine_category,price_category,quantity_in_cl,price_per_10cl,country_code
1734709781-328,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709781-329,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709781-330,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709781-331,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709781-332,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709781-333,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709781-334,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709781-335,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709781-336,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709781-337,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709781-338,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709781-339,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709781-340,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709781-342,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709781-343,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709781-344,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709781-345,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709781-346,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709781-347,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709781-348,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709785-349,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709785-351,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709785-352,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709785-353,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709785-354,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709785-355,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709785-356,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709785-357,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709785-358,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709785-359,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709785-360,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709785-361,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709785-362,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709785-363,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709785-364,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709785-365,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709785-366,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709785-367,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709785-368,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709785-369,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709785-371,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709785-372,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709785-373,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709785-374,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709785-375,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709785-376,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709785-377,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709789-378,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709789-380,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709789-381,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709789-382,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709789-383,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709789-384,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709789-385,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709789-386,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709789-387,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709789-388,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709789-389,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709789-390,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709789-391,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709789-392,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709789-393,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709789-394,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709789-395,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709789-396,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709789-397,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709789-398,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709789-400,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709789-401,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709789-402,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709789-403,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709789-404,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709789-405,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709789-406,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709793-407,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
1734709793-409,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,ZÜRICH AOC STAATSSCHREIBER CUVÉE BLANC PRESTIGE,12.7,"Schweiz, 2023",75cl,1.69/10cl,Schweiz,47,0,0,1,WEISSWEIN,Mid-Range,75,1.69,CH
1734709793-410,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"PROSECCO SUPERIORE DI VALDOBBIADENE CONEGLIANO DOCG CARPENÉ MALVOLTI, EXTRA DRY",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,IT
1734709793-411,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,AIGLE LES MURAILLES CHABLAIS AOC H. BADOUX,22.5,"Schweiz, 2023",70cl,3.21/10cl,Schweiz,42,0,0,0,UNCATEGORIZED,Mid-Range,70,3.21,CH
1734709793-412,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"CHAMPAGNE AOC CHARLES BERTIN, BRUT",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FR
1734709793-413,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"PROSECCO DOC VIGNE DEI DOGI, EXTRA DRY",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,IT
1734709793-414,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,ZÜRICH AOC FEDERWEISSER STAUFFACHER,9.95,"Schweiz, 2023",75cl,1.33/10cl,Schweiz,35,0,0,0,WEISSWEIN,Budget,75,1.33,CH
1734709793-415,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,BLU SECCO DOSE VINO FRIZZANTE 6X20CL,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,IT
1734709793-416,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,TOSCANA IGT ROSSO VILLA ANTINORI,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,IT
1734709793-417,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,TERRE SICILIANE IGT NERO D'AVOLA BROMEUS,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,IT
1734709793-418,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,LA CÔTE AOC GRAND CRU PERROY CUVÉE 48 CAVE DE JOLIMONT 6X  70CL,41.7,"Schweiz, 2023",6x 70cl,0.99/10cl,Schweiz,63,0,0,1,UNCATEGORIZED,Premium,6,0.99,CH
1734709793-419,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,LAVAUX AOC ST-SAPHORIN LA DONJANNAZ LES TERRASSES DE LAVAUX,14.95,"Schweiz, 2023",70cl,2.14/10cl,Schweiz,59,0,0,0,UNCATEGORIZED,Mid-Range,70,2.14,CH
1734709793-420,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,ALSACE AOP GEWÜRZTRAMINER BARON DE HOEN BEBLENHEIM,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FR
1734709793-421,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,VALAIS AOC DÔLE BLANCHE LES BERNADETTES,9.3,"Schweiz, 2023",75cl,1.24/10cl,Schweiz,39,0,0,0,WEISSWEIN,Budget,75,1.24,CH
1734709793-422,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,DOURO DOC FABELHAFT NIEPOORT,11.25,"Portugal, 2021",75cl,1.50/10cl,Portugal,28,0,0,0,UNCATEGORIZED,Mid-Range,75,1.5,PT
1734709793-423,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,GLÜHWEIN HEISSER HIRSCH ROT,4.5,Deutschland,75cl,0.60/10cl,Deutschland,27,0,0,0,GLÜHWEIN,Budget,75,0.6,DE
1734709793-424,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,TOSCANA IGT BIANCO VILLA ANTINORI,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,IT
1734709793-425,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"NATURAPLAN BIO-CRÉMANT D'ALSACE AOC WOLFBERGER, BRUT",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FR
1734709793-426,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,MÉDOC AOC CHÂTEAU LAFFITTE LAUJAC,8.95,"Frankreich, 2021",75cl,1.19/10cl,Frankreich,33,0,0,0,UNCATEGORIZED,Budget,75,1.19,FR
1734709793-427,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,VALDO PROSECCO DI VALDOBBIADENE DOCG,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,IT
1734709793-429,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,FREIXENET CARTA MEDIUM DRY SEMI SECO,6.95,Spanien,75cl,0.93/10cl,Spanien,36,0,0,0,SCHAUMWEIN,Budget,75,0.93,ES
1734709793-430,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"CHAMPAGNE AOC IMPÉRIAL MOËT & CHANDON, BRUT",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FR
1734709793-431,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,BOURGOGNE AOC CHARDONNAY LOUIS JADOT,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FR
1734709793-432,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,VALAIS AOC ROSÉ OEIL DE PERDRIX LE ROSEL 6X  75CL,42.6,"Schweiz, 2023",6x 75cl,0.95/10cl,Schweiz,49,0,0,0,ROSÉWEIN,Premium,6,0.95,CH
1734709793-433,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,LEGARIS CRIANZA RIBERA DEL DUERO DO,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ES
1734709793-434,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,RIPASSO DELLA VALPOLICELLA DOC SUPERIORE VIGNE ALTE ZENI,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,IT
1734709793-435,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,VINO NOBILE DI MONTEPULCIANO DOCG TENUTA TREROSE,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,IT
1734709798-436,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"NATURAPLAN BIO-PROSECCO DOC RAPHAEL DAL BO, EXTRA DRY",11.95,Italien,75cl,1.59/10cl,Italien,53,1,0,0,SCHAUMWEIN,Mid-Range,75,1.59,IT
