name,nation,abv,country_code
"Domain Philippe Alliet , Chinon Coteau de Noire ",France,13,FRA
"Domain de l'Eco, Muscadet Sevre&Maine; Expression de Gneiss ",France,12,FRA
"Bersano, Monteolivo Moscato d'Asti ",Italy,5,ITA
"Alice Bonaccorsi, Etna Rosso Valcerasa",Italy,14,ITA
"Arianna Occhipinti, Vittoria Rosso SP68",Italy,12,ITA
"Bindi Sergardi, Chianti Classico",Italy,13,ITA
"Bindi Sergardi, Chianti Classico Riserva",Italy,14,ITA
"Ca'Lojera, Lugana Superiore",Italy,13,ITA
"Ca'Lojera, Lugana del Lupo",Italy,13,ITA
"Ca'Lojera, Monte della Guardia Rosato",Italy,13,ITA
"Cantina del Pino, Barbaresco",Italy,15,ITA
"Chionetti, Dolcetto di Dogliani San Luigi",Italy,13,ITA
"Chionetti, Dolcetto di Dogliani Briccolero",Italy,14,ITA
"Collazzi, Liberta",Italy,14,ITA
"Collazzi, Otto Muri",Italy,12,ITA
"Conterno Fantino, Barolo Mosconi",Italy,15,ITA
"Damijan, Malvasia",Italy,14,ITA
"Damijan, Kaplja Bianco ",Italy,14,ITA
"Damijan, Ribolla Gialla",Italy,14,ITA
"Dante Rivetti, Barbaresco Bricco Riserva",Italy,14,ITA
"Dario Raccaro, Collio Friulano Vigne dell Rolat",Italy,13,ITA
"Duemani, Cifra",Italy,14,ITA
"Edi Keber, Collio Bianco",Italy,13,ITA
"Elio Perrone, Barbera d'Asti Superiore Mongovone",Italy,14,ITA
"Elio Perrone, Bigaro Rose",Italy,5,ITA
"Fay, Valtellina Superiore Carteria",Italy,13,ITA
"Fay, Valtellina Superiore Ca Morei",Italy,13,ITA
"Fay, Sforzato di Valtellina Ronco del Picchio",Italy,15,ITA
"Fratelli Barba, Montepulciano d'Abruzzo Vignafranca",Italy,13,ITA
"Fratelli Barba, Montepulciano d'Abruzzo I Vasari",Italy,13,ITA
"Fratelli Barba, Colli Aprutini Vignafranca Bianco",Italy,13,ITA
"Fratelli Cigliuti, Barbera d'Alba Serraboella",Italy,14,ITA
"Fratelli Cigliuti, Barbaresco Serraboella",Italy,15,ITA
"G. B. Burlotto, Langhe Sauvignon Dives",Italy,14,ITA
"Giannoni Fabbri, Cortona Syrah Amato",Italy,13,ITA
"Giannoni Fabbri, Cortona Cabernet Sauvignon Vittorio",Italy,14,ITA
"Giannoni Fabbri, Cortona Vin Santo",Italy,15,ITA
"Giovanni Almondo, Roero Bric Valdiana",Italy,14,ITA
"Giovanni Almondo, Roero Riserva",Italy,14,ITA
"Giovanni Almondo, Roero Arneis Vigne Sparse",Italy,13,ITA
"Giovanni Almondo, Brachetto Fosso della Rosa",Italy,5,ITA
"Il Poggio dei Vigneti, Pietraia",Italy,10,ITA
"Jasci & Marchesani, Montepulciano d'Abruzzo",Italy,13,ITA
"Jasci & Marchesani, Trebbiano d'Abruzzo",Italy,12,ITA
"La Rasina, Brunello di Montalcino",Italy,14,ITA
"Le Gode, Brunello di Montalcino",Italy,15,ITA
"Le Gode, Brunello di Montalcino Riserva",Italy,14,ITA
"Le Macchiole, Bolgheri Rosso",Italy,14,ITA
"Le Macchiole, Paleo",Italy,14,ITA
"Le Vigne di Eli, Etna Rosso Feudo di Mezzo",Italy,14,ITA
"Le Vigne di Eli, Etna Rosso Moganazzi-Voltasciara",Italy,14,ITA
"Luigi Giusti, L'intruso",Italy,14,ITA
"Mario Schiopetto, Schiopetto",Italy,14,ITA
Massolino Barbera d'Alba 'Gisep',Italy,13,ITA
"Mezzacorona, Merlot Castel Firmian",Italy,13,ITA
"Nada Fiorenzo, Langhe Nebbiolo",Italy,13,ITA
"Nada Fiorenzo, Barbaresco Manzola",Italy,14,ITA
"Nada Fiorenzo, Barbaresco Rombone",Italy,14,ITA
"Peteglia, Montecucco Sangiovese Riserva",Italy,15,ITA
"Produttori del Barbaresco, Barbaresco Riserva Montestefano",Italy,14,ITA
"Produttori del Barbaresco, Barbaresco Riserva Asili",Italy,14,ITA
"Produttori del Barbaresco, Barbaresco Riserva Muncagota",Italy,14,ITA
"Podere Rocche dei Manzoni, Valentino Brut Riserva Elena",Italy,12,ITA
"Ronco dei Tassi, Collio Bianco Fosarin",Italy,13,ITA
"Ronco dei Tassi, Collio Sauvignon",Italy,13,ITA
"Rubicini, Vernaccia di San Gimignano",Italy,13,ITA
"Santero, Spumante Extra Dry Gold Carved",Italy,11,ITA
"Sesta di Sopra, Brunello di Montalcino",Italy,14,ITA
"Silvano Strologo, Rosso Conero Riserva Decebalo",Italy,14,ITA
"Val di Toro, Auramaris Vermentino",Italy,13,ITA
Val di Toro Maremma,Italy,14,ITA
"Villa Sandi, Prosecco Superiore Extra Dry",Italy,11,ITA
"Luciano Sandrone, Barolo Le Vigne",Italy,14,ITA
Luciano Sandrone Barolo Cannubi Boschis,Italy,14,ITA
"Elio Grasso, Barolo Runcot Riserva",Italy,14,ITA
"Dante Rivetti, Barbaresco Bricco De Neueis Riserva",Italy,14,ITA
"Gravner, Ribolla Gialla Anfora",Italy,13,ITA
"Duemani, Suisassi",Italy,14,ITA
"Monteraponi, Chianti Classico Riserva Campitello",Italy,13,ITA
"Fattoria Poggiopiano, Taffe Ta",Italy,14,ITA
"Podere Fortuna, 1465 MCDLXV",Italy,13,ITA
"Podere Fortuna, Fortuni",Italy,13,ITA
"Kante, Malvasia",Italy,13,ITA
"Barons de Medicis, Brut",France,11,FRA
Il Borro,Italy,14,ITA
"Il Boro, Pian di Nova ",Italy,14,ITA
"Il Borro, Lamelle ",Italy,13,ITA
Arpa Syrah,Italy,13,ITA
Arpa Cabernet Sauvignon,Italy,13,ITA
Arpa Chianti DOCG,Italy,12,ITA
Arpa Chianti Classico DOCG,Italy,13,ITA
Arpa Morellino di Scansano DOCG,Italy,14,ITA
"Grand Cru Champagne Mailly, Brut Reserve",France,12,FRA
"Bruno Rocca, Barbaresco  Rabaja",Italy,14,ITA
"Grand Cru Champagne Mailly, Extra Brut",France,12,FRA
"Vietti, Dolcetto d'Alba 'Tre Vigne;",Italy,13,ITA
"Grand Cru Champagne Mailly, Blanc de Noirs ",France,12,FRA
"Chateau de la Tuilerie, Sarments Rouge ",France,13,FRA
"Chateau de la Tuilerie, Syrah",France,14,FRA
"Dei, Vino Nobile di Montepulciano",Italy,13,ITA
"Chateau de la Tuilerie, Syrah V.V. ",France,13,FRA
"Chateau de la Tuilerie, Alma Soror Merlot",France,14,FRA
"Gunderloch, Jean Baptiste Riesling Kabinett",Germany,10,DEU
"Chateau de la Tuilerie, Cuvee Eole  Syrah",France,13,FRA
"Carpineto, Molin Vecchio",Italy,13,ITA
"De Stefani, Prosecco Zero",Italy,11,ITA
"De Stefani, Olmera",Italy,15,ITA
"De Stefani, Pinot Grigio",Italy,13,ITA
"Domaine Guffens-Heynen, Pouilly Fuisse C.C.",France,13,FRA
"De Stefani, Soler",Italy,14,ITA
Chateau de Chamirey Mercurey Red,France,13,FRA
"De Stefani, Kreda",Italy,14,ITA
"De Stefani, Terre Nobili",Italy,15,ITA
"De Stefani, Stefen 1624",Italy,17,ITA
Krug Rose,France,12,FRA
"Bruno Rocca, Barbera d'Asti",Italy,14,ITA
"Matteo Correggia, Le Marne Grigie",Italy,14,ITA
"Cantina Terlan,Winkl",Italy,13,ITA
"Cantina Terlan, Lunare",Italy,15,ITA
"Cantina Terlan, Nova Domus",Italy,14,ITA
"Livio Felluga, Sauvignon",Italy,13,ITA
"Livio Felluga, Sharis",Italy,12,ITA
"Livio Felluga, Terre Alte",Italy,13,ITA
"Gini, Gran Cuvee Brut Millesimato",Italy,12,ITA
"Keller, Riesling Trocken",Germany,12,DEU
"August Kesseler, Riesling Kabinett",Germany,11,DEU
"Emrich Schoenleber, Riesling Mineral",Germany,12,DEU
Le Vieux Donjon Chateauneuf du Pape,France,14,FRA
"Hugel & Fils, Pinot Gris Selection de Grains Nobles",France,10,FRA
"Hugel & Fils, Riesling Selection de Grains Nobles 'S'",France,11,FRA
"Hugel & Fils, Riesling Selection de Grains Nobles",France,10,FRA
"LEBOVITZ, Lambrusco Amabile",Italy,7,ITA
"Corte, Rosso ",Italy,11,ITA
"Bersi Serlini, Francia Corta Brut Cuvee Millesimo",Italy,12,ITA
"Bersi Serlini, Francia Corta Saten",Italy,12,ITA
"Bersi Serlini, Francia Corta Brut Cavee Rose",Italy,12,ITA
"Jacopo Biondi Santi, Braccale",Italy,13,ITA
"Louis Jadot, Bourgogne Passe Tout Grains",France,12,FRA
"Jean Luc Colombo, Cornas 'Terres Brules'",France,13,FRA
"Jean Luc Colombo, Crozes Hermitage  'Les Fees Brunes'",France,13,FRA
"Jean Luc Colombo, Cornas 'Les Mejeans'",France,13,FRA
"Gerard Bertrand, Le Viala",France,14,FRA
"Gerard Bertrand, Cigalus Rouge",France,14,FRA
"Gerard Bertrand, Cigalus Blanc",France,14,FRA
"Graham's, Six Grape Port",Portugal,20,PRT
Le Vieux Donjon Blanc Chateauneuf du Pape,France,14,FRA
Chateau du Moulin Neuf Medoc,France,12,FRA
Las Camelias Sweet Blanco,Spain,11,ESP
Las Camelias Sweet  Tinto,Spain,11,ESP
"Antonin Guyon, Cote de Beaune Villages",France,12,FRA
"Antonin Guyon, Chambolle-Musigny 'Clos du Villages' Monopole",France,13,FRA
Dominique Guyon Hautes Cotes de Nuits ‘Les Dames de Vergy’,France,12,FRA
"Delas, Ventoux",France,13,FRA
"Marchesi di Barolo, Gavi ",Italy,12,ITA
"Avignonesi, Cantaloro",Italy,13,ITA
"Marchesi di Barolo, Moscato d’Asti Zagara",Italy,5,ITA
"Marchesi di Barolo, Dolcetto d’Alba Madonna Di Como",Italy,13,ITA
"Umani Ronchi, Jorio O",Italy,13,ITA
"Umani Ronchi, Baby Jorio",Italy,13,ITA
"Marchesi di Barolo, Cannubi  Barolo",Italy,14,ITA
"Brezza, Barolo Bricco Sarmassa ",Italy,14,ITA
Brezza Barolo,Italy,14,ITA
"Brezza, Barbera d’Alba Santa Rosalia ",Italy,13,ITA
"Claudio Alario, Costa Fiore Dolcetto di Diano d’Alba Costa Piore",Italy,13,ITA
"Claudio Alario Barolo, Riva Rocca",Italy,14,ITA
"Domenico Clerico, Langhe Dolcetto 'Visadi'",Italy,14,ITA
"Domenico Clerico, Barbera d’Alba 'Trevigne'",Italy,14,ITA
"Domenico Clerico, Barolo Chiabot Mentin",Italy,14,ITA
"Domenico Clerico, Barolo Percristina",Italy,14,ITA
"Enzo Boglietti, Dolcetto d'Alba Tiglineri ",Italy,14,ITA
"Enzo Boglietti, Barolo Riserva ",Italy,14,ITA
"Enzo Boglietti, Barolo Fossati ",Italy,14,ITA
"Enzo Boglietti, Barbera d’Alba ",Italy,14,ITA
La Ca’Nova Langhe Nebbiolo,Italy,14,ITA
"Caldirola, Bon Bon",Italy,10,ITA
"Caldirola, Amante",Italy,10,ITA
"Josef Drathen, Koblenz Riesling Auslese",Germany,9,DEU
"Bodegas Care, Tonto Roble",Spain,13,ESP
Chateau Guiraud,France,13,FRA
"Chene Bleu, Astralabe",France,14,FRA
Chateau Grand Rousseau,France,13,FRA
Domaine Montrose,France,12,FRA
Chateau La Croix Saint-Estephe,France,12,FRA
Dauphin de Grand Puy Ducasse,France,13,FRA
Chateau Moulin Riche,France,13,FRA
Gulliver Bordeaux,France,12,FRA
Chapelle de Potensac,France,13,FRA
Chateau Yon Figeac,France,13,FRA
Chateau Pavillon Figeac,France,13,FRA
Chateau Lucia,France,13,FRA
Chateau Potensac,France,13,FRA
Chateau Poujeaux,France,13,FRA
"Daniel Dampt, Chablis ",France,12,FRA
Chateau Beychevelle,France,12,FRA
"Gaja, Conteisa",Italy,14,ITA
"Gaja, Sperss",Italy,14,ITA
"Gaja, Darmagi",Italy,14,ITA
"Gaja, Vistamare",Italy,13,ITA
"Gaja, Promis",Italy,13,ITA
Chateau Branaire Ducru,France,13,FRA
"Gaja, Ca'Marcanda",Italy,14,ITA
Chateau de Tertre,France,13,FRA
"Gaja, Brunello di Montalcino Sugarille",Italy,15,ITA
Chateau Fourcas Hosten,France,13,FRA
Chateau Giscours,France,13,FRA
Chateau Gloria,France,13,FRA
"Faiveley, Gevrey Chambertin Clos des Issarts",France,13,FRA
"Faiveley, Chambolle Musigny",France,13,FRA
"Faiveley, Gevrey Chambertin Les Cazetiers 1er Cru",France,13,FRA
"Faiveley, Nuits St Georges Les Porets Saint Georges 1er Cru",France,13,FRA
Faiveley Corton Charlemagne Grand Cru,France,12,FRA
"Faiveley, Meursault 1er Cru Blagny",France,13,FRA
"Faiveley, Mercurey Clos du Roy 1er Cru",France,13,FRA
"Domaine de la Romanee-Conti, Fine Bourgogne",France,40,FRA
"Domaine A. et P. de Villaine, Bouzeron Aligote",France,12,FRA
"Clarence Dillon, Clarendelle Rose",France,12,FRA
Chateau Lagrange,France,13,FRA
Castellare Baffonero,Italy,14,ITA
"Feudi del Pisciotto, Brioni",Italy,13,ITA
"Feudi Del Pisciotto, Missoni",Italy,14,ITA
"Feudi Del Pisciotto, Valentino",Italy,14,ITA
Lo Chardonnay Grappa di Nonino,Italy,41,ITA
"Torres, Reserva Real",Spain,13,ESP
Chateau Lynch Moussas,France,13,FRA
"Vega Sicilia, Valbuena No.5 Reserva",Spain,13,ESP
"Vega Sicilia, Pintia",Spain,15,ESP
Absente,France,55,FRA
Alexis Lichine Sauternes,France,13,FRA
"Albert Bichot, Puligny Montrachet",France,13,FRA
Foffani Moscato Rosa,Italy,12,ITA
"Cevico, Terre di Pozzo Amarone della Valpolicella Classico",Italy,15,ITA
"Valturio, Solco",Italy,13,ITA
"Valturio, CHIU",Italy,13,ITA
Le Grotte di Sileno  Controra Chardonnay,Italy,16,ITA
"Le Grotte di Sileno, Sciupafemmine Aleatico ",Italy,15,ITA
"Albert Bichot, Corton Grand Cru Clos des Marechaudes Monopole",France,13,FRA
"Borsaso, Selection White",Spain,13,ESP
"Borsaso Selection, Tinto",Spain,14,ESP
"Borsao, Clasico White",Spain,12,ESP
"Borsao, Clasico Tinto",Spain,13,ESP
"Borsao, Tres Pico ",Spain,15,ESP
"Calvet, Cremant De Bordeaux",France,11,FRA
"Canelli, Festissimo",Italy,8,ITA
"Chateau d'Esclans, Les Clans ",France,13,FRA
Chateau d’Esclans,France,13,FRA
"Chateau d'Esclans, Whispering Angel",France,12,FRA
Chateau Paloumey,France,13,FRA
Chateau Citran,France,13,FRA
"Chateau d'Esclans, Garrus",France,13,FRA
"Gancia, Verita Moscato d'Asti",Italy,5,ITA
"Gancia, Premium Moscato d'Asti",Italy,7,ITA
Moulins de Citran,France,13,FRA
Carruades de Lafite,France,13,FRA
Larose de Gruaud,France,13,FRA
"Domaine Mur-Mur-Ium, Cuvee Anne",France,14,FRA
"Domaine Mur Mur Ium, Roussanne",France,14,FRA
Murviedro Runa Brut Cava,Spain,11,ESP
"Gerstacker, Christkindles Gluhwein",Germany,8,DEU
"Domaine Jacques Caheux, Bourgogne Rouge Haut Cote de Nuits",France,12,FRA
Palacio del Carmen red,Spain,11,ESP
Palacio del Carmen red semisweet,Spain,11,ESP
"Louis Jadot, Beaujolais-Villages Primeur Non Filtre",France,12,FRA
"Louis Jadot, Beaujolais-Villages Primeur",France,12,FRA
"Sieur d'Arques, Bubble No.1 Rose",France,13,FRA
"Sieur d'Arques, Bubble No.1 Premium",France,12,FRA
"Sieur d'Arques, Bubble No.1 Pink Label ",France,12,FRA
Zilliken Butterfly,Germany,11,DEU
"Baron Dauvergne, Cuvee Privilege Grand Cru",France,12,FRA
"Baron Dauvergne, Cuvee Saphir Grand cru",France,12,FRA
"Baron Dauvergne, Fin Fluer Grand cru",France,12,FRA
Baron Dauvergne Oeil de Perdrix Grand cru,France,12,FRA
Lagunilla Crianza,Spain,13,ESP
Lagunilla Gran Reserva,Spain,14,ESP
"Berberana, Reserva Classico 1877",Spain,13,ESP
"Domaine du Pegau, Chateauneuf du Pape 'Cuvee Da Capo'",France,15,FRA
"Domaine du Pegau, Chateauneuf du Pape Cuvee Reserve Blanc",France,14,FRA
A Moscato d’Asti,Italy,5,ITA
Besitos Moscato,Spain,11,ESP
Besitos Rose,Spain,11,ESP
Chateau Campredon,France,13,FRA
Sternthaler Gluehwein,Germany,10,DEU
Martius Magnificat White,France,11,FRA
"Manoir Grignon, Cabernet Syrah",France,13,FRA
Chateau Farizeau,France,12,FRA
Toscolo Chianti,Italy,12,ITA
Toscolo Chianti Classico,Italy,12,ITA
Toscolo Chianti Classico Riserva,Italy,12,ITA
Bollini Pinot Grigio,Italy,13,ITA
"MENEGOLLI, Valpolicella Superiore Ripasso Basic",Italy,13,ITA
"MENEGOLLI, Valpolicella Superiore Ripasso Premium",Italy,14,ITA
"Menegolli, Valpolicella  Basic",Italy,12,ITA
"Menegolli, Valpolicella Premium",Italy,12,ITA
"Menegolli, Amarone della Valpolicella Basic",Italy,15,ITA
"MENEGOLLI, Amarone della Valpolicella Premium ",Italy,15,ITA
Marrugat Cava Brut Selection,Spain,11,ESP
"Bodegas Pinord, Marrugat Grand Brut Reserve",Spain,11,ESP
"Bodegas Pinord, Dibon Brut ",Spain,11,ESP
"Bodegas Palacio, Cosme Palacio Vendimia Seleccionada ",Spain,13,ESP
Domaine Baronarques Blanc,France,13,FRA
Domaine Baronarques,France,14,FRA
La Capitelle de Baronarques,France,14,FRA
"Chateau Simone, Blanc ",France,13,FRA
Domaine Peyre Rose Oro,France,14,FRA
"Chateau Simone, Rose",France,14,FRA
"Domaine du Clos des Fees, Les Sorcieres",France,13,FRA
Domain Alain Chabanon Les Boissieres,France,14,FRA
"Domaine Parent, Bourgogne Chardonnay",France,12,FRA
"Domaine Parent, Bourgogne Pinot Noir ",France,12,FRA
Chateau Les Alberts,France,13,FRA
"Porto del Rey, White ",Spain,12,ESP
"Abbazia, DOLCE VOLO RED",Italy,6,ITA
"Presidente, Chateauneuf du Pape ",France,14,FRA
1879 T Valpolicella Ripasso,Italy,14,ITA
"Presidente, Cotes du Rhone Grands Classiques",France,13,FRA
Domaine Esprit des Pierres,France,14,FRA
"RARE Vinyards, Marsanne Viognier",France,12,FRA
Blanquette de Limoux Antech,France,12,FRA
"Bodeguera, Valenciso White",Spain,12,ESP
"Querciabella, Mongrana Maremma Toscana Rosso",Italy,13,ITA
"Talamonti, Tre Saggi Montepulciano d’Abruzzo",Italy,13,ITA
"Talamonti, Kudos Colline Pescaresi",Italy,14,ITA
"Domaine la Barroche, Chateauneuf-du-Pape",France,15,FRA
"Pure, Chateauneuf-Pape",France,15,FRA
Pere Kermann’s Absinthe,France,60,FRA
Fechtmeister,France,35,FRA
Tunel Absinthe,Spain,70,ESP
Podere Brizio Rosso Di Montalcino,Italy,14,ITA
Podere Brizio Brunello di Montalcino,Italy,14,ITA
"Ackerman, Le Master",France,12,FRA
Le Colombier 'De Ch. Brown' Rouge,France,13,FRA
Le Colombier ‘De Chateau Brown’ Blanc,France,13,FRA
Chateau Donissan,France,14,FRA
Plateau des Chenes Blanc,France,13,FRA
Chateau de Vaudieu Chateauneuf-du-Pape Blanc,France,13,FRA
Penya,France,15,FRA
Chevalier de Marais,France,12,FRA
"Terredavino, ‘Paesi Tuoi’ Barolo",Italy,14,ITA
"Schloss Vollrads, Eiswein",Germany,8,DEU
"Chateau d'Esclans, La Poule Blanche",France,11,FRA
"Chateau d'Esclans, Le Poussin Rose",France,11,FRA
"Chateau d'Esclans, Deesse Diane",France,13,FRA
"Chateau d'Esclans, Le Coq Rouge",France,12,FRA
"Marques de Murrieta, Pazo Barrantes Albarino   ",Spain,13,ESP
"Marques de Murrieta, Capellania Reserva",Spain,13,ESP
"Marques de Murrieta, Reserva ",Spain,13,ESP
"Marques de Murrieta, Dalmau Reserva",Spain,14,ESP
"Marques de Murrieta, Castillo Ygay Gran Reserva Especial",Spain,14,ESP
"Chateau Lamothe Cissac, Vieilles Vignes",France,13,FRA
Plaisir  Cabernet Sauvignon,France,13,FRA
Plaisir Sauvignon Blanc,France,12,FRA
"Morenas, Marquis de Brun",Spain,11,ESP
"Anecoop, Casa L´Angel Cabernet Sauvignon",Spain,14,ESP
"Anecoop, Casa L´Angel Moscato Rosado",Spain,5,ESP
"Anecoop, Casa L´Angel Moscato Blanco",Spain,5,ESP
Virtuoso,Spain,11,ESP
"Domaine Mur Mur Ium, Le Retour Rose",France,13,FRA
Chateau Reaut,France,13,FRA
"Joh.Jos.Prum, Riesling Kabinett ",Germany,10,DEU
"Joh.Jos.Prum, Graacher Himmelreich Riesling Spatlese ",Germany,8,DEU
"Joh.Jos.Prum, Wehlener Sonnenuhr Riesling Auslese ",Germany,7,DEU
"Franzen, Der Sommer war gross ",Germany,12,DEU
"Romero de avila salcedo, Bondad Verdejo vino blanco",Spain,12,ESP
Portento Robles,Spain,14,ESP
"Romero de avila salcedo, Portento Crianza",Spain,14,ESP
Romero de avila salcedoTestigo,Spain,14,ESP
Patria Tawny Port,Portugal,19,PRT
Patria 10 Years Port,Portugal,20,PRT
"Emendis, Cava Brut Nature, Imum",Spain,11,ESP
"Emendis, Cava Rose Brut Imum",Spain,11,ESP
"Emendis, Mater merlot",Spain,14,ESP
"Aljibes, Lagalana Tintorera",Spain,12,ESP
Monastier Cabernet Sauvignon,France,13,FRA
Monastier Shiraz,France,13,FRA
Monastier Sauvignon Blanc,France,12,FRA
"Gancia, Moscato Rose",Italy,7,ITA
Graham's Vintage Port,Portugal,20,PRT
Graham's Extra Dry White Port,Portugal,19,PRT
Graham's 20 Years Tawny Port,Portugal,20,PRT
"Casa Castillo, Monastrell",Spain,14,ESP
"Casa Castillo, El Molar",Spain,14,ESP
"Cantina Colli Euganei, MotoRosso",Italy,12,ITA
"Nua, Spumante",Italy,12,ITA
"Domaine des Senechaux, Chateauneuf du Pape White",France,14,FRA
"Louis Max, Climat Haute Vallee Chardonnay",France,13,FRA
"Louis Max, Haute Vallee Pinot Noir",France,12,FRA
"Louis Max, Nuits Saint Georges 'Les Lievres'",France,13,FRA
"Louis Max, Gevrey-Chambertin 'Les Azerottes'",France,13,FRA
"Louis Max, Echezeaux Grand Cru",France,13,FRA
L’ostal Cazes Blanc,France,13,FRA
"Finca Antigua, Garnacha",Spain,13,ESP
"Finca Antigua, Tempranillo",Spain,14,ESP
"Tosti, Pink Moscato",Italy,7,ITA
"Vallebelbo, Dolce Luce",Italy,2,ITA
"Vallebelbo, Dolce Luna",Italy,2,ITA
"Real Compania de Vinos, Garnacha",Spain,14,ESP
"Real Compania De Vinos, Blanco",Spain,13,ESP
"Josef Drathen, Koblenz Sparkling Troken",Germany,12,DEU
"Josef Drathen, Koblenz Sparkling Extra Dry",Germany,12,DEU
"Josef Drathen, Just Hugo",Germany,6,DEU
"Suavia, Soave classico DOC",Italy,12,ITA
"Suavia, Soave classico Monte Carbonare",Italy,13,ITA
"Suavia, Le Rive",Italy,13,ITA
MOLO 8 Lambrusco Mantovano,Italy,8,ITA
"Aldo Conterno, Barolo",Italy,15,ITA
Chateau Sissan Grande Reserve,France,13,FRA
"Bodegas Care, Macabeo Chardonnay",Spain,13,ESP
"Real Compania De Vinos, Tempranillo",Spain,13,ESP
"Josef Drathen, Koblenz Eiswein Rheinhessen",Germany,9,DEU
Chateau de Pibarnon red,France,14,FRA
Chateau de pibarnon Blanc,France,13,FRA
"Philippe & Vincent Lechenaut, Ventoux sud blanc",France,13,FRA
"Aegerter, Chablis Reserve Personnelle",France,12,FRA
"Montaudon, Brut Millesime Champagne",France,12,FRA
"Celles Des Dauphines, Gigondas Paillere Et Pied Gu",France,13,FRA
"Michel Lynch, Medoc Reserve Red",France,12,FRA
"Louis Max, Chablis Saint Jean",France,13,FRA
"Louis Max, Mercurey 'Clos La Marche' Monopole",France,13,FRA
L'Ostal Cazes Grand Vin,France,14,FRA
"Felsina, Chianti Colli Senesi",Italy,13,ITA
"Fattoria del Cerro, Vino Nobile di Montepulciano",Italy,13,ITA
"Podere Sapaio, Sapaio",Italy,14,ITA
"Laurent Perrier, Grand Siecle Alexandra rose",France,12,FRA
"Viticoltori Acquesi, Brachetto D'Acqui",Italy,8,ITA
"Valorbieu, Cuvee Mythique Red",France,14,FRA
"Valorbieu, Cuvee Mythique White",France,13,FRA
"Chateau De La Negly, La Falaise",France,15,FRA
"Chateau De La Negly, La Cote",France,14,FRA
"Zind Humbrecht, Pinot Blanc ",France,13,FRA
"Zind Humbrecht, Zind",France,12,FRA
"Zind Humbrecht, Riesling Heimbourg",France,12,FRA
"Zind Humbrecht, Gewurztraminer Turckheim",France,12,FRA
"Zind Humbrecht, Gewurztraminer Goldert GC",France,13,FRA
"Zind Humbrecht, Pinot-Gris Rotenberg Selection de Grains Nobles ",France,10,FRA
Massolino Barolo Margheria,Italy,13,ITA
"G.B. Burlotto, Barolo Acclivi",Italy,14,ITA
"Poliziano, Vino Nobile di Montepulciano Asinone",Italy,14,ITA
"La Rasina, Brunello di Montalcino Riserva Il Divasco",Italy,14,ITA
"Caprili, Brunello di Montalcino",Italy,14,ITA
"Tiefenbrunner, Muller Thurgau",Italy,12,ITA
"Tiefenbrunner, Sauvignon Kirchleiten",Italy,13,ITA
"Speri, Valpolicella Classico",Italy,12,ITA
"Mario Schiopetto, Friulano",Italy,14,ITA
"Mario Schiopetto, Pinot Bianco",Italy,13,ITA
"Mario Schiopetto, Pinot Grigio",Italy,13,ITA
"Sportoletti, Assisi Grechetto Bianco",Italy,13,ITA
"Bisci, Verdicchio di Matelica Passito",Italy,15,ITA
"Roberto Voerzio, Barolo Brunate",Italy,14,ITA
"Roberto Voerzio, Barolo La Serra",Italy,13,ITA
"Roberto Voerzio, Barolo Cerequio",Italy,14,ITA
"Roberto Voerzio, Barolo Rocche dell'Annunziata",Italy,14,ITA
"Gravner, Breg Bianco Anfora",Italy,13,ITA
"Valdicava, Brunello di Montalcino Riserva Madonna della Piano",Italy,14,ITA
Cerbaiola Brunello di Montalcino Salvioni,Italy,14,ITA
"Ambonny, Grand cru Millesime",France,12,FRA
"Cantina Cinque Terre, Cinque Terre",Italy,12,ITA
Cinque Terre Costa de Campu,Italy,12,ITA
Cinque Terre Costa da Posa,Italy,13,ITA
Cinque Terre Pergole Sparse,Italy,12,ITA
Cinque Terre Sciacchetra,Italy,14,ITA
"Cinque Terre, Sciacchetra Riserva ",Italy,14,ITA
"Thunevin, Baby Bad Boy",France,14,FRA
Ohh Merlot,France,13,FRA
"Champagne Delamotte, Brut",France,12,FRA
Ohh Sauvignon Blanc,France,12,FRA
Ohh Syrah Rose,France,12,FRA
"Bibi Graetz, Le Cicale di Vincigliata Chianti",Italy,12,ITA
