web-scraper-order,web-scraper-start-url,name,price,country_raw,quantity,value,country,name_raw_len,bio,non_alcoholic,premium,wine_category,price_category,quantity_in_cl,price_per_10cl,country_code,latitude,longitude,consumption_in_l,ABV
1734709789-383,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709789-384,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709789-386,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709789-387,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709789-388,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709789-391,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709789-395,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709789-396,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709789-398,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709789-401,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709789-402,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709789-404,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709789-405,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709789-406,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709793-410,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709793-412,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709793-413,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709793-415,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709793-416,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709793-417,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709793-420,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709793-424,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709793-425,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709793-427,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709793-430,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709793-431,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709793-433,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709793-434,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709793-435,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709798-439,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709798-441,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709798-442,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709798-444,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709798-445,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709798-446,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709798-449,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709798-453,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709798-454,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709798-456,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709798-459,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709798-460,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709798-462,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709798-463,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709798-464,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709803-468,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709803-470,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709803-471,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709803-473,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709803-474,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709803-475,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709803-478,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709803-482,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709803-483,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709803-485,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709803-488,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709803-489,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709803-491,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709803-492,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709803-493,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709807-497,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709807-499,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709807-500,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709807-502,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709807-503,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709807-504,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709807-507,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709807-511,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709807-512,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709807-514,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709807-517,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709807-518,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709807-520,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709807-521,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709807-522,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709812-526,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709812-528,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709812-529,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709812-531,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709812-532,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709812-533,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709812-536,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709812-540,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709812-541,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709812-543,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
1734709812-546,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,"champagne aoc impérial moët & chandon, brut",38.5,Frankreich,75cl,5.13/10cl,Frankreich,43,0,0,0,SCHAUMWEIN,Premium,75,5.13,FRA,46.227638,2.213749,6.44,12.0
1734709812-547,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,bourgogne aoc chardonnay louis jadot,18.95,"Frankreich, 2022",75cl,2.53/10cl,Frankreich,36,0,0,0,WEISSWEIN,Mid-Range,75,2.53,FRA,46.227638,2.213749,6.44,13.0
1734709812-549,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,legaris crianza ribera del duero do,25.5,"Spanien, 2021",75cl,3.40/10cl,Spanien,35,0,0,0,UNCATEGORIZED,Mid-Range,75,3.4,ESP,40.463667,-3.74922,3.52,13.0
1734709812-550,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,ripasso della valpolicella doc superiore vigne alte zeni,9.85,"Italien, 2022",75cl,1.31/10cl,Italien,56,0,0,1,UNCATEGORIZED,Budget,75,1.31,ITA,41.87194,12.56738,4.83,13.0
1734709812-551,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2,vino nobile di montepulciano docg tenuta trerose,16.95,"Italien, 2020",75cl,2.26/10cl,Italien,48,0,0,0,UNCATEGORIZED,Mid-Range,75,2.26,ITA,41.87194,12.56738,4.83,13.0
1734709816-555,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,"prosecco superiore di valdobbiadene conegliano docg carpené malvolti, extra dry",10.95,Italien,75cl,1.46/10cl,Italien,79,0,0,1,SCHAUMWEIN,Mid-Range,75,1.46,ITA,41.87194,12.56738,4.83,11.0
1734709816-557,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,"champagne aoc charles bertin, brut",19.5,Frankreich,75cl,2.60/10cl,Frankreich,34,0,0,0,SCHAUMWEIN,Mid-Range,75,2.6,FRA,46.227638,2.213749,6.44,12.0
1734709816-558,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,"prosecco doc vigne dei dogi, extra dry",6.95,Italien,75cl,0.93/10cl,Italien,38,0,0,0,SCHAUMWEIN,Budget,75,0.93,ITA,41.87194,12.56738,4.83,11.0
1734709816-560,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,blu secco dose vino frizzante 6x20cl,8.7,Italien,120cl,0.73/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,120,0.73,ITA,41.87194,12.56738,4.83,8.0
1734709816-561,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,toscana igt rosso villa antinori,12.95,"Italien, 2022",75cl,1.73/10cl,Italien,32,0,0,0,ROTWEIN,Mid-Range,75,1.73,ITA,41.87194,12.56738,4.83,5.0
1734709816-562,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,terre siciliane igt nero d'avola bromeus,13.95,"Italien, 2022",75cl,1.86/10cl,Italien,40,0,0,0,ROTWEIN,Mid-Range,75,1.86,ITA,41.87194,12.56738,4.83,13.0
1734709816-565,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,alsace aop gewürztraminer baron de hoen beblenheim,7.35,"Frankreich, 2022",75cl,0.98/10cl,Frankreich,50,0,0,0,GLÜHWEIN,Budget,75,0.98,FRA,46.227638,2.213749,6.44,13.0
1734709816-569,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,toscana igt bianco villa antinori,12.5,"Italien, 2023",75cl,1.67/10cl,Italien,33,0,0,0,WEISSWEIN,Mid-Range,75,1.67,ITA,41.87194,12.56738,4.83,5.0
1734709816-570,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,"naturaplan bio-crémant d'alsace aoc wolfberger, brut",10.95,Frankreich,75cl,1.46/10cl,Frankreich,52,1,0,0,SCHAUMWEIN,Mid-Range,75,1.46,FRA,46.227638,2.213749,6.44,11.0
1734709816-572,https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1,valdo prosecco di valdobbiadene docg,9.95,Italien,75cl,1.33/10cl,Italien,36,0,0,0,SCHAUMWEIN,Budget,75,1.33,ITA,41.87194,12.56738,4.83,11.0
